"Car Make","Car Model","Year","Engine Size (L)","Horsepower","Torque (lb-ft)","0-60 MPH Time (seconds)","Price (in USD)","MPG"
"Audi","RS6","2022","4.0","591.0","590.0","3.5","120000.0","18.0"
"McLaren","570S","2021","3.8","562.0","443.0","3.1","192500.0","18.5"
"BMW","M4","2022","3.0","503.0","479.0","3.8","74000.0","20.3"
"Mercedes-Benz","AMG A45","2021","2.0","382.0","354.0","4.0","50000.0","22.7"
"Chevrolet","Camaro ZL1","2021","6.2","650.0","650.0","3.5","63995.0","13.4"
"Acura","NSX","2021","3.5","573.0","476.0","2.7","157500.0","19.1"
"Aston Martin","Vantage","2021","4.0","503.0","505.0","3.5","142086.0","18.3"
"Bentley","Continental GT","2021","4.0","542.0","568.0","3.3","202500.0","18.2"
"Bugatti","Chiron","2022","8.0","1479.0","1180.0","2.4","2900000.0","7.1"
"Ferrari","F8 Tributo","2022","3.9","710.0","568.0","2.8","275000.0","17.8"
"Lamborghini","Aventador","2021","6.5","730.0","509.0","2.9","517000.0","12.6"
"McLaren","GT","2021","4.0","612.0","465.0","3.1","201500.0","18.0"
"Mercedes-Benz","AMG GT R","2021","4.0","577.0","516.0","3.5","183000.0","18.1"
"Porsche","Taycan Turbo S","2021","","750.0","774.0","2.6","185000.0","17.99333333333333"
"Audi","RS7","2021","4.0","591.0","590.0","3.5","114000.0","18.0"
"BMW","M4","2021","3.0","473.0","406.0","4.1","71800.0","20.4"
"Chevrolet","Camaro ZL1","2021","6.2","650.0","650.0","3.5","63000.0","13.4"
"Dodge","Challenger SRT Hellcat Redeye","2022","6.2","797.0","707.0","3.5","80190.0","12.9"
"Ford","GT","2022","3.5","660.0","550.0","2.8","500000.0","18.8"
"Jaguar","F-Type","2021","3.0","380.0","339.0","4.4","62750.0","20.7"
"Lexus","LC 500","2021","5.0","471.0","398.0","4.4","92000.0","16.4"
"Lotus","Evija","2021","","2000.0","1254.0","2.8","2800000.0","17.99333333333333"
"Maserati","GranTurismo","2021","","550.0","","2.8","200000.0","17.99333333333333"
"Nissan","370Z","2021","3.7","332.0","270.0","5.0","30090.0","19.5"
"Rolls-Royce","Ghost","2021","6.8","563.0","627.0","4.6","332500.0","12.5"
"Porsche","Taycan","2021","2.0","402.0","254.0","5.1","81250.0","22.7"
"Aston Martin","DB11","2021","4.0","630.0","516.0","3.7","198995.0","17.9"
"Lotus","Evora GT","2021","3.5","416.0","317.0","3.8","105000.0","19.6"
"Acura","NSX","2022","3.5","573.0","476.0","2.7","157500.0","19.1"
"Tesla","Roadster","2022","0.0","","7376.0","1.9","200000.0","17.99333333333333"
"Chevrolet","Camaro","2022","6.2","455.0","455.0","4.0","25000.0","14.1"
"Dodge","Charger","2021","6.2","797.0","707.0","3.3","72000.0","12.9"
"Jaguar","F-Type","2021","3.0","380.0","339.0","4.9","62750.0","20.7"
"Lexus","LC 500","2021","5.0","471.0","398.0","4.4","93000.0","16.4"
"BMW","M4","2022","3.0","473.0","406.0","4.1","71800.0","20.4"
"Ford","GT","2021","3.5","660.0","550.0","2.9","500000.0","18.8"
"Maserati","GranTurismo","2021","4.7","454.0","384.0","4.7","150980.0","17.1"
"McLaren","600LT","2021","3.8","592.0","457.0","2.8","256500.0","18.4"
"Mercedes-Benz","SLS AMG","2021","6.2","622.0","468.0","3.6","254995.0","13.5"
"Nissan","370Z","2021","3.7","332.0","270.0","5.2","30000.0","19.5"
"Audi","RS 7","2021","4.0","591.0","590.0","3.4","114000.0","18.0"
"Bentley","Continental GT","2021","4.0","542.0","568.0","3.9","220000.0","18.2"
"Bugatti","Chiron","2021","8.0","","1180.0","2.4","3000000.0","17.99333333333333"
"Porsche","Cayman","2022","2.0","300.0","280.0","4.5","59900.0","23.0"
"Aston Martin","Vantage","2021","4.0","503.0","505.0","3.5","147000.0","18.3"
"Alfa Romeo","4C Spider","2020","1.7","237.0","258.0","4.1","67150.0","23.8"
"Audi","RS 5","2022","2.9","444.0","443.0","3.5","75100.0","20.7"
"BMW","M2","2022","3.0","405.0","406.0","4.0","58900.0","20.6"
"Dodge","Challenger SRT Hellcat","2021","6.2","717.0","656.0","3.5","60695.0","13.2"
"Ferrari","F8 Spider","2022","3.9","710.0","568.0","2.9","274390.0","17.8"
"Jaguar","F-Type","2021","3.0","296.0","295.0","5.4","64700.0","21.0"
"Lamborghini","Aventador","2021","6.5","759.0","531.0","2.9","517770.0","12.5"
"Lexus","LC 500","2022","5.0","471.0","398.0","4.4","92950.0","16.4"
"Lotus","Evora GT","2021","3.5","416.0","317.0","3.8","99990.0","19.6"
"Maserati","GranTurismo","2021","4.7","454.0","384.0","4.7","150800.0","17.1"
"McLaren","GT","2021","4.0","612.0","465.0","3.1","210000.0","18.0"
"Mercedes-Benz","AMG C 63","2021","4.0","469.0","479.0","3.8","67600.0","18.4"
"Nissan","370Z Nismo","2021","3.7","350.0","276.0","4.5","45790.0","19.4"
"Porsche","Panamera","2022","2.9","325.0","331.0","5.3","88800.0","21.1"
"Subaru","WRX STI","2021","2.5","310.0","290.0","5.2","38170.0","22.0"
"Tesla","Roadster","2022","","","","1.9","200000.0","17.99333333333333"
"Porsche","718 Cayman","2022","2.0","300.0","280.0","4.9","61500.0","23.0"
"Lamborghini","Aventador","2021","6.5","729.0","509.0","2.9","393695.0","12.6"
"Ferrari","SF90 Stradale","2022","4.0","986.0","590.0","2.5","625000.0","16.7"
"Audi","RS5 Coupe","2022","2.9","444.0","443.0","3.5","76350.0","20.7"
"McLaren","570S","2021","3.8","562.0","443.0","3.1","202000.0","18.5"
"BMW","M2","2022","3.0","405.0","406.0","4.0","58900.0","20.6"
"Mercedes-Benz","SL","2022","3.0","429.0","384.0","4.4","96000.0","20.6"
"Chevrolet","Camaro","2021","6.2","455.0","455.0","4.0","25000.0","14.1"
"Ford","GT","2022","3.5","660.0","550.0","2.8","500000.0","18.8"
"Nissan","370Z","2021","3.7","332.0","270.0","5.3","33000.0","19.5"
"Alfa Romeo","Giulia Quadrifoglio","2021","2.9","505.0","443.0","3.8","75250.0","20.5"
"Aston Martin","DB11","2022","4.0","630.0","516.0","3.7","201495.0","17.9"
"Bentley","Continental GT","2021","6.0","626.0","664.0","3.3","201000.0","13.9"
"Dodge","Challenger","2021","6.4","485.0","475.0","3.8","62000.0","13.6"
"Jaguar","F-Type R","2022","5.0","575.0","516.0","3.5","103200.0","16.1"
"Lexus","LC 500","2022","5.0","471.0","398.0","4.4","92950.0","16.4"
"Lotus","Evora GT","2021","3.5","416.0","317.0","3.8","99000.0","19.6"
"Maserati","GranTurismo","2021","4.7","454.0","384.0","4.7","150000.0","17.1"
"Porsche","Cayman GT4","2021","4.0","414.0","309.0","4.2","102500.0","18.6"
"Aston Martin","Vantage","2022","4.0","503.0","505.0","3.5","149995.0","18.3"
"Dodge","Charger SRT Hellcat","2022","6.2","717.0","650.0","3.5","78595.0","13.2"
"Audi","RS 7","2021","4.0","591.0","590.0","3.5","114000.0","18.0"
"Chevrolet","Camaro SS","2022","6.2","455.0","455.0","4.1","37500.0","14.1"
"Ford","Mustang GT","2022","5.0","460.0","420.0","4.0","38500.0","16.5"
"Jaguar","F-Type R","2022","5.0","575.0","516.0","3.5","103200.0","16.1"
"Lexus","LC 500","2022","5.0","471.0","398.0","4.4","92950.0","16.4"
"McLaren","570S","2021","3.8","562.0","443.0","3.1","208800.0","18.5"
"Mercedes-Benz","AMG C63","2022","4.0","469.0","479.0","3.8","71450.0","18.4"
"Nissan","370Z Nismo","2021","3.7","350.0","276.0","4.9","47820.0","19.4"
"Porsche","Panamera GTS","2021","4.0","473.0","457.0","3.9","134150.0","18.4"
"Audi","TT RS","2022","2.5","394.0","354.0","3.6","67600.0","21.7"
"BMW","M4","2021","3.0","473.0","406.0","3.8","71800.0","20.4"
"Ferrari","F8 Tributo","2021","3.9","710.0","568.0","2.8","274280.0","17.8"
"Lamborghini","Aventador","2021","6.5","770.0","531.0","2.9","393695.0","12.4"
"McLaren","GT","2021","4.0","612.0","465.0","3.1","250000.0","18.0"
"Mercedes-Benz","AMG GT 4-Door Coupe","2021","4.0","630.0","664.0","3.1","171200.0","17.9"
"Aston Martin","DBS Superleggera","2022","5.2","715.0","663.0","3.4","321000.0","15.2"
"Lotus","Evora GT","2021","3.5","416.0","317.0","3.8","100500.0","19.6"
"Porsche","Taycan Turbo S","2021","","750.0","774.0","2.6","185000.0","17.99333333333333"
"McLaren","570S","2021","3.8","562.0","443.0","3.1","195000.0","18.5"
"Lamborghini","Aventador SVJ","2021","6.5","759.0","531.0","2.8","517770.0","12.5"
"Ford","GT","2021","3.5","660.0","550.0","3.0","500000.0","18.8"
"Audi","RS7 Sportback","2022","4.0","591.0","590.0","3.5","114000.0","18.0"
"BMW","M4","2022","3.0","473.0","406.0","4.1","72800.0","20.4"
"Mercedes-AMG","C63 S","2022","4.0","503.0","516.0","3.7","78100.0","18.3"
"Chevrolet","Camaro ZL1","2021","6.2","650.0","650.0","3.5","63000.0","13.4"
"Dodge","Charger Hellcat","2021","6.2","717.0","650.0","3.6","70000.0","13.2"
"Alfa Romeo","Giulia Quadrifoglio","2021","2.9","505.0","443.0","3.8","78450.0","20.5"
"Tesla","Model S Plaid","2022","","","1050.0","1.9","141190.0","17.99333333333333"
"Ferrari","SF90 Stradale","2021","4.0","986.0","590.0","2.5","625000.0","16.7"
"Porsche","Panamera Turbo S E-Hybrid","2021","","689.0","642.0","3.0","190000.0","17.99333333333333"
"McLaren","Artura","2022","3.0","671.0","531.0","3.0","225000.0","19.8"
"Lamborghini","Urus","2021","4.0","641.0","627.0","3.6","222000.0","17.9"
"Ford","Mustang Mach 1","2021","5.0","480.0","420.0","4.0","52915.0","16.4"
"Porsche","911","2022","3.0","379.0","331.0","4.0","101200.0","20.7"
"Lamborghini","Huracan","2021","5.2","630.0","443.0","2.8","274390.0","15.5"
"Ferrari","488 GTB","2022","3.9","661.0","561.0","3.0","333750.0","18.0"
"Audi","R8","2022","5.2","562.0","406.0","3.2","142700.0","15.7"
"McLaren","720S","2021","4.0","710.0","568.0","2.7","298000.0","17.6"
"BMW","M8","2022","4.4","617.0","553.0","3.1","130000.0","17.1"
"Mercedes-Benz","AMG GT","2021","4.0","523.0","494.0","3.8","118500.0","18.3"
"Chevrolet","Corvette","2021","6.2","490.0","465.0","2.8","59900.0","14.0"
"Ford","Mustang Shelby GT500","2022","5.2","760.0","625.0","3.5","81000.0","15.1"
"Nissan","GT-R Nismo","2021","3.8","600.0","481.0","2.5","212000.0","18.4"
"Dodge","Challenger SRT Hellcat","2021","6.2","717.0","656.0","3.5","64195.0","13.2"
"Aston Martin","Vantage","2021","4.0","503.0","505.0","3.6","147000.0","18.3"
"Bugatti","Chiron","2022","8.0","1500.0","1180.0","2.5","3900000.0","7.0"
"Koenigsegg","Jesko","2022","5.0","1280.0","1015.0","2.5","3000000.0","13.7"
"Pagani","Huayra","2021","6.0","764.0","740.0","2.8","2600000.0","13.5"
"Rimac","Nevera","2022","","1914.0","1696.0","1.85","2400000.0","17.99333333333333"
"Lotus","Evija","2022","","1973.0","1254.0","2.5","2000000.0","17.99333333333333"
"Pininfarina","Battista","2021","","1872.0","1696.0","1.9","2500000.0","17.99333333333333"
"Maserati","MC20","2021","3.0","621.0","538.0","2.9","210000.0","19.9"
"Porsche","Cayman","2021","2.0","300.0","280.0","5.1","59900.0","23.0"
"Lamborghini","Aventador","2021","6.5","730.0","509.0","2.9","393695.0","12.6"
"Ferrari","SF90 Stradale","2021","4.0","986.0","590.0","2.5","625000.0","16.7"
"Audi","RS 5","2021","2.9","444.0","443.0","3.5","75100.0","20.7"
"McLaren","GT","2022","4.0","612.0","465.0","3.1","210000.0","18.0"
"BMW","M2","2021","3.0","405.0","406.0","4.0","58900.0","20.6"
"Mercedes-Benz","SLS AMG","2021","6.3","622.0","468.0","3.6","254500.0","13.3"
"Chevrolet","Camaro","2021","6.2","455.0","455.0","4.0","25000.0","14.1"
"Ford","Mustang","2021","2.3","310.0","350.0","5.3","27205.0","22.4"
"Nissan","370Z","2021","3.7","332.0","270.0","5.1","30090.0","19.5"
"Aston Martin","Vantage","2021","4.0","503.0","505.0","3.6","146000.0","18.3"
"Bugatti","Chiron","2021","8.0","1479.0","1180.0","2.4","3000000.0","7.1"
"Koenigsegg","Jesko","2022","5.0","1280.0","1106.0","2.5","3000000.0","13.7"
"Lotus","Evija","2021","","1972.0","1254.0","2.0","2000000.0","17.99333333333333"
"McLaren","Senna","2021","4.0","789.0","590.0","2.7","1000000.0","17.4"
"Pagani","Huayra","2021","6.0","764.0","738.0","3.0","2600000.0","13.5"
"Rimac","Nevera","2021","","1888.0","1696.0","1.85","2400000.0","17.99333333333333"
"Porsche","Cayman S","2012","3.4","255.0","","5.764705882352941","","23.0"
"Bentley","Continental GT","2017","6.0","562.5","","2.399911111111111","","15.0"
"Aston Martin","DBS","2021","5.2","487.5","","2.2112820512820512","","17.0"
"Porsche","Panamera Turbo","2010","4.8","450.0","","3.930888888888889","","18.0"
"Aston Martin","V12 Vantage","2012","5.9","442.5","","3.3220338983050843","","13.0"
"Aston Martin","Rapide S","2015","6.0","375.0","","3.3973333333333335","","17.0"
"Porsche","Cayman","2017","2.0","225.0","","6.533333333333333","","25.0"
"Bentley","Continental GTC","2011","6.0","562.5","","2.151644444444444","","13.0"
"Ferrari","Mondial T/Cabriolet","1992","3.4","212.5","","5.995294117647059","","13.0"
"Porsche","Cayman S","2009","3.4","255.0","","5.764705882352941","","22.0"
"Porsche","718 Cayman T","2022","2.0","225.0","","6.533333333333333","","22.0"
"Lamborghini","Huracan Spyder 2WD","2021","5.2","390.0","","3.769230769230769","","15.0"
"Lamborghini","Huracan Spyder","2022","5.2","390.0","","3.5807692307692305","","15.0"
"Maserati","Ghibli  V6 RWD","2018","3.0","281.25","","5.7493333333333325","","19.0"
"Porsche","Macan","2018","2.0","187.5","","9.434133333333332","","22.0"
"Aston Martin","Saloon/Vantage/Volante","1988","5.3","331.25","","3.8460377358490567","","9.0"
"Rolls-Royce","Ghost EWB","2016","6.6","618.75","","3.009292929292929","","15.0"
"Ferrari","575 M Maranello","2003","5.7","427.5","","3.4385964912280698","","11.0"
"Porsche","718 Cayman S","2024","2.5","281.25","","5.226666666666667","","22.0"
"Maserati","Spider Cambiocorsa/spider GT","2002","4.2","315.0","","4.666666666666667","","12.0"
"Porsche","Panamera 4 e-Hybrid Executive","2020","2.9","271.875","","5.205039080459771","","23.0"
"Porsche","Panamera","2013","3.6","225.0","","8.275555555555556","","21.0"
"Rolls-Royce","Phantom Extended","2023","6.7","628.125","","2.964378109452736","","14.0"
"Porsche","911 Carrera 4","2012","3.6","225.0","","4.551555555555556","","21.0"
"Porsche","Panamera Turbo Executive","2018","4.0","375.0","","4.717066666666666","","21.0"
"Porsche","Cayenne S","2021","2.9","271.875","","7.876045977011494","","20.0"
"Rolls-Royce","Cullinan","2023","6.7","628.125","","2.519721393034826","","14.0"
"Aston Martin","Saloon/Vantage/Volante","1987","5.3","331.25","","3.8460377358490567","","9.0"
"Porsche","Cayenne GTS","2017","3.6","337.5","","6.344592592592592","","19.0"
"Porsche","911 Carrera","2016","3.4","212.5","","5.0729411764705885","","23.0"
"Porsche","911 GT2","2002","3.6","405.0","","3.6296296296296298","","16.0"
"Ferrari","F 40","1990","2.9","326.25","","4.505747126436781","","13.0"
"Porsche","911 Carrera 4/2","1992","3.6","270.0","","5.444444444444444","","17.0"
"Porsche","Panamera Turbo ST","2019","4.0","375.0","","4.717066666666666","","20.0"
"Porsche","Panamera Turbo S","2023","4.0","375.0","","4.717066666666666","","17.0"
"Porsche","Panamera Turbo","2015","4.8","450.0","","3.930888888888889","","18.0"
"Lamborghini","Aventador Coupe","2016","6.5","487.5","","2.864615384615385","","13.0"
"Rolls-Royce","Ghost","2016","6.6","618.75","","3.009292929292929","","15.0"
"Maserati","MC20","2024","3.0","337.5","","4.355555555555556","","18.0"
"Porsche","911 Carrera 4/2","1996","3.6","225.0","","4.791111111111111","","18.0"
"Porsche","911 Turbo","1991","3.3","309.375","","3.484444444444444","","14.0"
"Porsche","Boxster S","2017","2.5","281.25","","5.226666666666667","","24.0"
"Lamborghini","Aventador S Roadster","2018","6.5","487.5","","2.864615384615385","","12.0"
"Alfa Romeo","Stelvio AWD","2022","2.9","271.875","","6.506298850574713","","19.0"
"Porsche","718 Boxster GTS","2023","4.0","450.0","","3.2666666666666666","","19.0"
"Porsche","Panamera S E-Hybrid","2016","3.0","262.5","","5.674666666666667","","25.0"
"Porsche","Cayenne Turbo","2008","4.8","450.0","","4.551555555555556","","14.0"
"Ferrari","456 MGT/MGA","2001","5.5","343.75","","3.7061818181818182","","11.0"
"Ferrari","575 M Maranello and Superamerica","2005","5.7","427.5","","3.4385964912280698","","11.0"
"Aston Martin","DB11 V12","2020","5.2","487.5","","2.2112820512820512","","18.0"
"Ferrari","California","2011","4.3","268.75","","4.011162790697674","","15.0"
"Porsche","Panamera 4S Executive","2016","3.0","281.25","","6.289422222222221","","20.0"
"Aston Martin","V12 Vanquish S","2006","5.9","368.75","","2.9233898305084747","","12.0"
"Rolls-Royce","Phantom","2016","6.7","418.75","","4.446567164179104","","14.0"
"Porsche","Carrera 4 S Kit","2005","3.6","225.0","","4.551555555555556","","17.0"
"Porsche","Carrera 4 S Coupe","2006","3.8","237.5","","4.312","","19.0"
"Porsche","Carrera 2 S Coupe","2008","3.8","237.5","","4.538947368421053","","20.0"
"Rolls-Royce","Silver Spirit/Spur/Mulsanne","1984","6.8","425.0","","3.804705882352941","","9.0"
"Rolls-Royce","Ghost Black Badge","2024","6.7","628.125","","2.8161592039800993","","14.0"
"Porsche","911 Carrera 4S","2010","3.8","237.5","","4.312","","21.0"
"Porsche","Boxster S","2016","3.4","255.0","","5.764705882352941","","22.0"
"Rolls-Royce","Ghost EWB","2019","6.6","618.75","","3.009292929292929","","14.0"
"Porsche","Cayenne Turbo Coupe","2023","4.0","375.0","","5.710133333333333","","17.0"
"Porsche","911 Carrera S Cabriolet","2023","3.0","281.25","","3.832888888888889","","20.0"
"Aston Martin","DBS","2010","5.9","368.75","","2.9233898305084747","","13.0"
"Porsche","Cayenne","2016","3.6","225.0","","9.516888888888888","","20.0"
"Porsche","Panamera 4 ST","2022","2.9","271.875","","6.506298850574713","","20.0"
"Bugatti","Chiron","2023","8.0","900.0","","2.0","","11.0"
"Rolls-Royce","Phantom EWB","2009","6.7","418.75","","4.446567164179104","","14.0"
"Porsche","Cayenne","2009","3.6","225.0","","9.103111111111112","","16.0"
"Porsche","Boxster GTS","2019","2.5","281.25","","5.226666666666667","","22.0"
"Bentley","Continental Flying Spur","2006","6.0","562.5","","2.7309333333333328","","12.0"
"Porsche","911 Carrera 4 GTS Cabriolet","2024","3.0","281.25","","3.641244444444444","","19.0"
"Maserati","Biturbo","1984","2.5","234.375","","4.599466666666666","","14.0"
"Maserati","Quattroporte Modena RWD","2022","3.0","281.25","","6.620444444444444","","19.0"
"Porsche","Panamera S Hybrid","2012","3.0","262.5","","7.093333333333333","","25.0"
"Porsche","Carrera 2 Coupe","2005","3.6","225.0","","4.791111111111111","","19.0"
"Porsche","Boxster S","2002","3.2","240.0","","6.125","","18.0"
"Porsche","Cayenne","2023","3.0","281.25","","7.61351111111111","","19.0"
"Porsche","944","1987","2.5","156.25","","6.8992","","19.0"
"Rolls-Royce","Turbo R","1997","6.8","637.5","","2.5364705882352943","","12.0"
"Bentley","Flying Spur","2021","6.0","562.5","","2.7309333333333328","","15.0"
"Aston Martin","V8 Vantage S","2011","4.7","352.5","","4.170212765957447","","16.0"
"Bentley","Brooklands R","1998","6.7","628.125","","2.5743283582089553","","12.0"
"Porsche","911 Carrera","2002","3.6","225.0","","4.791111111111111","","19.0"
"Porsche","Targa Kit","2004","3.6","225.0","","4.791111111111111","","19.0"
"Porsche","Turbo 4 911 Cab","2005","3.6","337.5","","3.03437037037037","","16.0"
"Porsche","Boxster S","2000","3.2","240.0","","6.125","","18.0"
"Porsche","911 Carrera Cabriolet","2002","3.6","225.0","","4.791111111111111","","19.0"
"Porsche","911 Carrera 2/4","2001","3.4","212.5","","5.0729411764705885","","18.0"
"Porsche","944 S2","1989","3.0","187.5","","5.7493333333333325","","18.0"
"Maserati","Quattroporte S","2019","3.0","281.25","","6.620444444444444","","18.0"
"Lotus","Esprit V8","1999","3.5","393.75","","3.733333333333333","","15.0"
"Aston Martin","Virage/Volante","1993","5.3","331.25","","3.8460377358490567","","12.0"
"Porsche","Panamera Turbo S Executive","2014","4.8","450.0","","3.930888888888889","","18.0"
"Porsche","Macan S","2018","3.0","281.25","","6.289422222222221","","19.0"
"Bentley","Bentayga","2021","6.0","562.5","","3.806755555555555","","14.0"
"Porsche","Cayman S","2020","2.5","281.25","","5.226666666666667","","21.0"
"Porsche","Taycan 4 Cross Turismo","2021","","","","","","76.0"
"Porsche","911 Carrera GTS","2023","3.0","281.25","","3.832888888888889","","20.0"
"Porsche","Panamera 4 e-Hybrid","2023","2.9","271.875","","5.205039080459771","","22.0"
"Porsche","Cayenne S Hybrid","2013","3.0","262.5","","8.157333333333334","","21.0"
"Porsche","Cayenne","2006","3.2","200.0","","10.241","","15.0"
"Bentley","Continental Flying Spur","2007","6.0","562.5","","2.7309333333333328","","13.0"
"Rolls-Royce","Turbo R","1989","6.8","637.5","","2.5364705882352943","","10.0"
"Porsche","Cayenne S","2008","4.8","300.0","","6.827333333333333","","15.0"
"Alfa Romeo","164","1992","3.0","187.5","","7.9576","","18.0"
"Maserati","Quattroporte","1984","4.9","306.25","","5.279999999999999","","8.0"
"Ferrari","360 Modena/Spider","2001","3.6","270.0","","5.444444444444444","","11.0"
"Porsche","911 Carrera S Cabriolet","2019","3.0","281.25","","3.832888888888889","","24.0"
"Porsche","Carrera 2 Coupe Kit","2004","3.6","225.0","","4.791111111111111","","19.0"
"Porsche","Targa","2004","3.6","225.0","","4.791111111111111","","19.0"
"Maserati","Ghibli Modena RWD","2024","3.0","281.25","","5.7493333333333325","","20.0"
"Aston Martin","V12 Vanquish","2004","5.9","368.75","","2.9233898305084747","","13.0"
"Ferrari","612 Scaglietti","2005","5.7","356.25","","4.538947368421053","","12.0"
"Alfa Romeo","Spider","1992","2.0","150.0","","9.8","","22.0"
"Rolls-Royce","Corniche IV","1992","6.8","425.0","","2.9976470588235293","","11.0"
"Porsche","Panamera Turbo","2011","4.8","450.0","","3.930888888888889","","18.0"
"Porsche","911 Carrera","2015","3.4","212.5","","5.0729411764705885","","22.0"
"Maserati","Quattroporte SQ4 V6","2016","3.0","281.25","","6.289422222222221","","18.0"
"Porsche","911 Carrera 4/2","1990","3.6","225.0","","4.791111111111111","","16.0"
"Porsche","911 Carrera 4S","2022","3.0","281.25","","3.641244444444444","","20.0"
"Porsche","Panamera 4 E-Hybrid/Exec/ST","2022","2.9","271.875","","5.205039080459771","","22.0"
"Porsche","911 Turbo S","2013","3.8","356.25","","3.0259649122807017","","19.0"
"Bentley","Continental GT","2014","6.0","562.5","","2.399911111111111","","15.0"
"Porsche","Carrera 2 S Coupe","2005","3.8","237.5","","4.538947368421053","","19.0"
"Lotus","Esprit Turbo","1993","2.2","247.5","","5.9393939393939394","","19.0"
"Bentley","Continental Flying Spur","2013","6.0","562.5","","2.7309333333333328","","14.0"
"Alfa Romeo","4C","2016","1.8","202.5","","7.2592592592592595","","28.0"
"Aston Martin","DB9","2013","5.9","368.75","","2.9233898305084747","","15.0"
"Porsche","Taycan Turbo","2021","","","","","","73.0"
"Porsche","718 Boxster S","2023","2.5","281.25","","5.226666666666667","","22.0"
"Porsche","911 Turbo S Cabriolet","2010","3.8","356.25","","3.0259649122807017","","19.0"
"Porsche","911 Targa 4S","2016","3.8","237.5","","4.312","","21.0"
"Rolls-Royce","Silver Seraph","1999","5.4","337.5","","4.791111111111111","","13.0"
"Maserati","Quattroporte","2005","4.2","262.5","","7.093333333333333","","12.0"
"Lamborghini","Gallardo Spyder","2008","5.0","375.0","","3.724","","12.0"
"Maserati","Quattroporte","2008","4.2","262.5","","7.093333333333333","","14.0"
"Aston Martin","DB11 V12","2019","5.2","487.5","","2.2112820512820512","","18.0"
"Maserati","Ghibli Trofeo","2023","3.8","356.25","","4.538947368421053","","16.0"
"Ferrari","Testarossa","1987","4.9","367.5","","4.0","","11.0"
"Bentley","Continental Supersports Convertible","2013","6.0","562.5","","2.151644444444444","","14.0"
"Bentley","Continental GT Convertible","2015","4.0","375.0","","3.227466666666667","","16.0"
"Porsche","Cayman GTS","2016","3.4","255.0","","5.764705882352941","","22.0"
"Porsche","911 Carrera S Cabriolet","2010","3.8","237.5","","4.538947368421053","","22.0"
"Bugatti","Veyron","2012","8.0","900.0","","2.0","","10.0"
"Porsche","911 Carrera 4 Cabriolet","2013","3.4","212.5","","4.8192941176470585","","22.0"
"Rolls-Royce","Corniche","1984","6.8","425.0","","2.9976470588235293","","8.0"
"Bentley","Continental GT Convertible","2017","4.0","375.0","","3.227466666666667","","16.0"
"Porsche","911 Carrera S","2018","3.0","281.25","","3.832888888888889","","24.0"
"Lotus","Evora","2014","3.5","306.25","","3.52","","22.0"
"Porsche","911 Turbo Cabriolet","2014","3.8","356.25","","2.8746666666666667","","20.0"
"Porsche","Carrera 2 Cabriolet","2008","3.6","225.0","","4.791111111111111","","20.0"
"Porsche","911 Carrera 4 Cabriolet","2012","3.6","225.0","","4.551555555555556","","21.0"
"Bentley","Continental Supersports Convertible","2012","6.0","562.5","","2.151644444444444","","14.0"
"Ferrari","F12 tdf","2016","6.3","472.5","","3.1111111111111107","","12.0"
"Porsche","911 Turbo S Cabriolet","2023","3.7","346.875","","2.95236036036036","","17.0"
"Porsche","911 Turbo Cabriolet","2009","3.6","337.5","","3.03437037037037","","18.0"
"Aston Martin","DB7 Volante","1997","3.2","200.0","","5.39","","15.0"
"Porsche","911 Carrera T","2018","3.0","281.25","","3.832888888888889","","19.0"
"Lamborghini","Huracan 2WD","2021","5.2","390.0","","3.769230769230769","","15.0"
"Lamborghini","Gallardo Spyder","2011","5.2","390.0","","3.5807692307692305","","14.0"
"Rolls-Royce","Eight/Mulsan","1987","6.8","425.0","","3.804705882352941","","9.0"
"Porsche","911 Turbo S Cabriolet","2022","3.7","346.875","","2.95236036036036","","17.0"
"Bentley","Continental GT","2004","6.0","562.5","","2.399911111111111","","12.0"
"Porsche","911 Carrera 4/2","1993","3.6","225.0","","4.551555555555556","","16.0"
"Porsche","Cayman GTS","2019","2.5","281.25","","5.226666666666667","","22.0"
"Alfa Romeo","Giulia","2022","2.0","187.5","","8.624","","27.0"
"Porsche","Cayenne","2012","3.6","225.0","","9.103111111111112","","17.0"
"Rolls-Royce","Eight/Mulsanne S","1991","6.8","425.0","","3.804705882352941","","10.0"
"Porsche","928 GTS","1995","5.4","337.5","","3.1940740740740736","","15.0"
"Porsche","911 Carrera S","2016","3.8","237.5","","4.538947368421053","","22.0"
"Porsche","911 Carrera S Cabriolet","2024","3.0","281.25","","3.832888888888889","","20.0"
"Porsche","Cayman","2014","2.7","202.5","","7.2592592592592595","","24.0"
"Rolls-Royce","Azure","1996","6.8","637.5","","2.0","","12.0"
"Ferrari","F430","2009","4.3","322.5","","4.558139534883721","","13.0"
"Maserati","Quattroporte GT","2023","3.0","281.25","","6.620444444444444","","19.0"
"Rolls-Royce","Phantom Extended","2024","6.7","628.125","","2.964378109452736","","14.0"
"Porsche","911 Carrera S","2013","3.8","237.5","","4.538947368421053","","22.0"
"Bentley","Flying Spur","2014","6.0","562.5","","2.7309333333333328","","14.0"
"Porsche","Taycan GTS","2024","","","","","","83.0"
"Porsche","Carrera 4 Cabriolet","2005","3.6","225.0","","4.551555555555556","","18.0"
"Rolls-Royce","Phantom","2005","6.7","418.75","","3.861492537313433","","13.0"
