Make,Model,Year,Fuel Type,MPG Data,Combined Mpg For Fuel Type1,Co2  Tailpipe For Fuel Type1,Engine displacement
Chevrolet,Colorado 4WD,2018,Regular,Y,19,463.0,3.6
Ford,Explorer AWD FFV,2018,Gasoline or E85,Y,18,483.0,3.5
Jeep,Compass 2WD,2013,Regular,Y,24,368.0,2.0
Honda,Accord,2015,Regular,Y,30,296.0,2.4
Ford,Explorer Sport Trac 4WD,2007,Regular,Y,15,592.4666666666667,4.6
Nissan,Altima,2011,Regular,Y,26,341.8076923076923,2.5
Volkswagen,Tiguan,2012,Premium,Y,24,370.2916666666667,2.0
Audi,A4,2003,Premium,Y,23,386.39130434782606,1.8
Toyota,Highlander AWD,2022,Regular,Y,23,387.0,3.5
Toyota,Grand Highlander Hybrid AWD,2024,Regular,Y,27,332.0,2.4
Mercedes-Benz,CLS450,2019,Premium,Y,26,334.0,3.0
Jeep,Wrangler 4dr 4WD,2023,Regular,Y,21,421.0,3.6
Buick,Regal,2012,Gasoline or E85,Y,22,403.95454545454544,2.0
Toyota,Tundra 4WD,2014,Regular,Y,15,603.0,5.7
Chevrolet,Suburban K1500 4WD,2015,Gasoline or E85,Y,18,503.0,5.3
Mazda,CX-5 4WD,2014,Regular,Y,26,340.0,2.5
Chevrolet,Silverado 1500 2WD,2005,Regular,Y,16,555.4375,4.3
Chevrolet,Silverado 1500 4WD,2005,Regular,Y,15,592.4666666666667,4.8
Suzuki,SX4,2008,Regular,Y,25,355.48,2.0
Infiniti,G20,2002,Regular,Y,23,386.39130434782606,2.0
Chrysler,PT Cruiser,2002,Regular,Y,20,444.35,2.4
Pontiac,Grand Prix,2003,Regular,Y,21,423.1904761904762,3.1
Volkswagen,Jetta Wagon,2003,Regular,Y,22,403.95454545454544,2.0
Jeep,Patriot 2WD,2010,Regular,Y,25,355.48,2.4
BMW,328i xDrive,2011,Premium,Y,20,444.35,3.0
Audi,S5,2012,Premium,Y,17,522.7647058823529,4.2
Jeep,Wrangler Unlimited 4WD,2013,Regular,Y,18,504.0,3.6
Suzuki,Aerio SX,2006,Regular,Y,24,370.2916666666667,2.3
Chevrolet,Corvette,2007,Premium,Y,18,493.72222222222223,7.0
Jeep,Cherokee 4WD,2018,Midgrade,Y,23,388.0,3.2
Kia,Sportage FWD,2020,Regular,Y,26,351.0,2.4
Toyota,Venza,2009,Regular,Y,24,370.2916666666667,2.7
Jeep,Grand Cherokee 2WD,2011,Regular,Y,16,555.4375,5.7
Toyota,RAV4 2WD,2011,Regular,Y,24,370.2916666666667,2.5
MINI,Cooper Countryman,2012,Premium,Y,30,296.23333333333335,1.6
Subaru,Forester AWD,2013,Regular,Y,23,386.0,2.5
Hyundai,Elantra,2014,Regular,Y,30,290.0,1.8
Dodge,Durango AWD,2015,Midgrade,Y,16,541.0,5.7
Ford,Mustang,2001,Regular,Y,20,444.35,3.8
Nissan,Altima,2001,Regular,Y,23,386.39130434782606,2.4
Toyota,Corolla,2001,Regular,Y,31,286.6774193548387,1.8
Chevrolet,S10 Pickup 2WD,2001,Regular,Y,17,522.7647058823529,4.3
Chevrolet,Prizm,2002,Regular,Y,31,286.6774193548387,1.8
Hyundai,Santa Fe 2WD,2003,Regular,Y,20,444.35,2.4
Volkswagen,GTI,2003,Premium,Y,23,386.39130434782606,1.8
Toyota,Echo,2004,Regular,Y,33,269.3030303030303,1.5
Hyundai,Elantra,2005,Regular,Y,24,370.2916666666667,2.0
Mazda,6,2005,Regular,Y,20,444.35,3.0
Mercedes-Benz,S600,2005,Premium,Y,13,683.6153846153846,5.5
Audi,S4,2006,Premium,Y,16,555.4375,4.2
Volvo,V70 FWD,2006,Premium,Y,21,423.1904761904762,2.5
Honda,Ridgeline Truck 4WD,2007,Regular,Y,17,522.7647058823529,3.5
Dodge,Caliber AWD,2008,Regular,Y,22,403.95454545454544,2.4
MINI,Cooper S,2008,Premium,Y,27,329.14814814814815,1.6
Chevrolet,Tahoe 1500 4WD,2004,Regular,Y,14,634.7857142857143,5.3
Dodge,Ram 1500 Pickup 2WD,2005,Regular,Y,16,555.4375,3.7
Volkswagen,New Beetle Convertible,2006,Regular,Y,22,403.95454545454544,2.5
Porsche,Cayenne Turbo,2006,Premium,Y,14,634.7857142857143,4.5
Toyota,4Runner 4WD,2006,Regular,Y,17,522.7647058823529,4.0
Chevrolet,Classic,2008,Regular,Y,25,355.48,2.2
BMW,328ci xDrive,2009,Premium,Y,20,444.35,3.0
Honda,Accord,2001,Regular,Y,25,355.48,2.3
Honda,Accord,2001,Regular,Y,21,423.1904761904762,3.0
Cadillac,DeVille,2002,Regular,Y,19,467.7368421052632,4.6
Chevrolet,Aveo 5,2010,Regular,Y,30,296.23333333333335,1.6
Ford,F150 Pickup 4WD FFV,2011,Gasoline or E85,Y,16,555.4375,5.0
Chevrolet,Silverado K15 4WD,2012,Gasoline or E85,Y,17,522.7647058823529,5.3
MINI,Cooper S Countryman All4,2015,Premium,Y,27,327.0,1.6
Nissan,Juke AWD,2015,Premium,Y,28,321.0,1.6
Volkswagen,Jetta,2004,Premium,Y,22,403.95454545454544,1.8
Mazda,CX-30 4WD,2021,Regular,Y,26,334.0,2.5
Jeep,Grand Cherokee 2WD,2001,Regular,Y,15,592.4666666666667,4.7
BMW,X5 xDrive 35d,2017,Diesel,Y,25,401.0,3.0
Mercedes-Benz,GLE450 4matic,2020,Premium,Y,21,422.0,3.0
Honda,Accord,2020,Regular,Y,30,298.0,1.5
Mazda,6,2011,Regular,Y,25,355.48,2.5
Dodge,Ram 1500 Pickup 2WD,2012,Midgrade,Y,16,555.4375,5.7
Subaru,Forester AWD,2006,Premium,Y,20,444.35,2.5
Volvo,V50 AWD,2007,Premium,Y,20,444.35,2.5
Volvo,S60,2001,Premium,Y,20,444.35,2.3
Buick,Rendezvous AWD,2002,Regular,Y,18,493.72222222222223,3.4
Ford,Mustang Convertible,2013,Regular,Y,23,392.0,3.7
Chevrolet,Aveo,2004,Regular,Y,27,329.14814814814815,1.6
Honda,Ridgeline Truck 4WD,2009,Regular,Y,17,522.7647058823529,3.5
Subaru,Legacy/Outback AWD,2003,Regular,Y,21,423.1904761904762,2.5
Chevrolet,Cobalt Coupe,2010,Regular,Y,29,306.44827586206895,2.2
Toyota,Tacoma 4WD,2011,Regular,Y,18,493.72222222222223,4.0
Chevrolet,Bolt EUV,2023,Electricity,Y,115,0.0,
Hyundai,Sonata Hybrid,2012,Regular,Y,36,246.86111111111111,2.4
Ford,Mustang,2014,Regular,Y,20,433.0,5.0
Audi,TT Coupe,2000,Premium,Y,23,386.39130434782606,1.8
Porsche,911 Carrera 2/4,2001,Premium,Y,18,493.72222222222223,3.4
GMC,Sonoma 2WD,2001,Regular,Y,17,522.7647058823529,4.3
Mitsubishi,Lancer Evolution,2003,Premium,Y,19,467.7368421052632,2.0
Volkswagen,Passat,2004,Premium,Y,22,403.95454545454544,1.8
Chevrolet,Uplander FWD,2005,Regular,Y,18,493.72222222222223,3.5
Buick,Rainier 2WD,2005,Regular,Y,16,555.4375,4.2
Subaru,Legacy AWD,2006,Regular,Y,22,403.95454545454544,2.5
Nissan,Pathfinder 4WD Platinum,2020,Regular,Y,21,414.0,3.5
Ram,1500 Classic 4WD,2022,Midgrade,Y,17,526.0,5.7
Lincoln,Navigator 2WD FFV,2010,Gasoline or E85,Y,16,555.4375,5.4
Toyota,RAV4 2WD,2010,Regular,Y,22,403.95454545454544,3.5
Chevrolet,Tahoe 1500 4WD,2013,Gasoline or E85,Y,17,520.0,5.3
smart,fortwo coupe,2008,Premium,Y,36,246.86111111111111,1.0
Saturn,SC,2002,Regular,Y,29,306.44827586206895,1.9
Toyota,Corolla,2003,Regular,Y,28,317.39285714285717,1.8
Ford,Explorer Sport Trac 2WD,2008,Regular,Y,16,555.4375,4.0
Kia,Optima,2008,Regular,Y,25,355.48,2.4
Jeep,Grand Cherokee 2WD,2001,Regular,Y,16,555.4375,4.0
Suzuki,Grand Vitara 4WD,2001,Regular,Y,18,493.72222222222223,2.5
Pontiac,Sunfire,2002,Regular,Y,24,370.2916666666667,2.2
Buick,Century,2002,Regular,Y,21,423.1904761904762,3.1
Volkswagen,Passat Wagon,2002,Premium,Y,22,403.95454545454544,1.8
Toyota,4Runner 4WD,2010,Regular,Y,19,467.7368421052632,4.0
Hyundai,Elantra GT,2014,Regular,Y,27,328.0,2.0
Chevrolet,Corvette,2004,Premium,Y,20,444.35,5.7
Toyota,RAV4 2WD,2006,Regular,Y,24,370.2916666666667,2.4
Chevrolet,Colorado 4WD,2007,Regular,Y,18,493.72222222222223,2.9
Acura,RL,2008,Premium,Y,19,467.7368421052632,3.5
Volkswagen,Jetta SportWagen,2009,Diesel,Y,32,315.0,2.0
Toyota,Highlander LE/XLE/SE/LTD,2018,Regular,Y,23,384.0,3.5
Ford,Explorer 4WD,2011,Regular,Y,19,467.7368421052632,3.5
Kia,Rio,2012,Regular,Y,31,286.6774193548387,1.6
Ford,Edge FWD,2012,Regular,Y,22,403.95454545454544,3.5
Acura,TLX,2015,Premium,Y,28,321.0,2.4
Honda,S2000,2000,Premium,Y,20,444.35,2.0
Acura,3.2TL,2000,Premium,Y,20,444.35,3.2
Audi,TT Coupe quattro,2002,Premium,Y,21,423.1904761904762,1.8
Hyundai,Elantra,2002,Regular,Y,25,355.48,2.0
Volkswagen,Jetta,2009,Regular,Y,24,370.2916666666667,2.5
Jeep,Patriot 4WD,2015,Regular,Y,23,387.0,2.4
Ford,Shelby GT350 Mustang,2016,Premium,Y,16,539.0,5.2
Audi,S4,2004,Premium,Y,18,493.72222222222223,4.2
Honda,Accord,2011,Regular,Y,23,386.39130434782606,3.5
Ford,Fusion Hybrid FWD,2012,Regular,Y,38,233.8684210526316,2.5
Volkswagen,Beetle,2013,Premium,Y,25,351.0,2.0
Toyota,Prius v,2015,Regular,Y,41,217.0,1.8
Mercury,Mountaineer 4WD FFV,2003,Gasoline or E85,Y,16,555.4375,4.0
Volvo,S80 FWD,2005,Premium,Y,22,403.95454545454544,2.5
Mercedes-Benz,ML500,2005,Premium,Y,14,634.7857142857143,5.0
Chevrolet,Tracker 4WD Hardtop,2000,Regular,Y,21,423.1904761904762,2.0
Nissan,Altima,2004,Regular,Y,21,423.1904761904762,3.5
Toyota,Tacoma 2WD,2004,Regular,Y,22,403.95454545454544,2.4
BMW,330ci Convertible,2005,Premium,Y,19,467.7368421052632,3.0
Saturn,Outlook AWD,2007,Regular,Y,18,493.72222222222223,3.6
Mercedes-Benz,E320 Bluetec,2008,Diesel,Y,26,391.53846153846155,3.0
Mitsubishi,Lancer,2009,Regular,Y,23,386.39130434782606,2.4
Mercedes-Benz,C300 4matic,2009,Premium or E85,Y,20,444.35,3.0
Toyota,Matrix,2005,Regular,Y,27,329.14814814814815,1.8
Lexus,UX 200,2022,Regular,Y,32,271.0,2.0
Chevrolet,Impala,2010,Gasoline or E85,Y,22,403.95454545454544,3.5
Toyota,Prius,2011,Regular,Y,48,185.14583333333337,1.8
Subaru,Forester AWD,2016,Regular,Y,27,332.0,2.5
Chevrolet,Impala Limited,2014,Gasoline or E85,Y,22,410.0,3.6
Volkswagen,New Beetle,2000,Regular,Y,22,403.95454545454544,2.0
Jeep,Grand Cherokee 4WD,2002,Regular,Y,14,634.7857142857143,4.7
Pontiac,Aztek AWD,2002,Regular,Y,18,493.72222222222223,3.4
Ford,Focus,2003,Regular,Y,24,370.2916666666667,2.0
Ford,Focus Station Wagon,2003,Regular,Y,27,329.14814814814815,2.0
Nissan,Xterra V6 4WD,2003,Premium,Y,15,592.4666666666667,3.3
Volvo,S60 R AWD,2004,Premium,Y,19,467.7368421052632,2.5
Pontiac,Montana FWD,2004,Regular,Y,20,444.35,3.4
Nissan,350z Roadster,2006,Premium,Y,19,467.7368421052632,3.5
GMC,Jimmy 4WD,2001,Regular,Y,15,592.4666666666667,4.3
Ford,Ranger Pickup 2WD,2002,Regular,Y,18,493.72222222222223,3.0
Mazda,MX-5,2017,Premium,Y,29,305.0,2.0
Jeep,Grand Cherokee 4WD,2011,Regular,Y,18,493.72222222222223,3.6
Toyota,4Runner 4WD,2003,Regular,Y,15,592.4666666666667,4.7
Chevrolet,Silverado Classic 1500 2WD,2007,Regular,Y,16,555.4375,4.3
Jeep,Cherokee Trailhawk 4WD,2019,Regular,Y,21,432.0,3.2
GMC,Acadia FWD,2013,Regular,Y,19,465.0,3.6
Porsche,Boxster,2004,Premium,Y,21,423.1904761904762,2.7
Volkswagen,Passat Wagon 4motion,2004,Premium,Y,22,403.95454545454544,1.8
Pontiac,Vibe,2005,Regular,Y,29,306.44827586206895,1.8
Mitsubishi,Montero,2002,Premium,Y,15,592.4666666666667,3.5
Nissan,Altima,2003,Regular,Y,21,423.1904761904762,3.5
Kia,Optima,2011,Regular,Y,26,341.8076923076923,2.0
Dodge,Durango AWD,2014,Gasoline or E85,Y,19,458.0,3.6
Volvo,XC70 AWD,2004,Premium,Y,19,467.7368421052632,2.5
Pontiac,Sunfire,2001,Regular,Y,24,370.2916666666667,2.2
Dodge,Ram 1500 Pickup 2WD,2001,Regular,Y,13,683.6153846153846,5.9
Ford,Ranger Pickup 2WD,2002,Regular,Y,20,444.35,2.3
Jeep,Liberty/Cherokee 2WD,2003,Regular,Y,19,467.7368421052632,2.4
Honda,Civic,2004,Regular,Y,34,261.38235294117646,1.7
Kia,Rio,2004,Regular,Y,26,341.8076923076923,1.6
Hyundai,Sonata,2004,Regular,Y,20,444.35,2.7
GMC,Yukon 1500 2WD,2007,Gasoline or E85,Y,16,555.4375,5.3
Lincoln,Navigator 2WD,2007,Regular,Y,14,634.7857142857143,5.4
Mercury,Mariner Hybrid 4WD,2008,Regular,Y,28,317.39285714285717,2.3
Ford,Ranger Pickup 2WD,2008,Regular,Y,23,386.39130434782606,2.3
Toyota,Tundra 4WD,2008,Regular,Y,14,634.7857142857143,5.7
Honda,CR-V 4WD,2008,Regular,Y,22,403.95454545454544,2.4
Chrysler,Concorde,2000,Regular,Y,20,444.35,3.2
Saab,9-3 Convertible,2001,Premium,Y,21,423.1904761904762,2.0
Kia,Spectra,2002,Regular,Y,22,403.95454545454544,1.8
Toyota,Tacoma 4WD,2017,Regular,Y,20,446.0,3.5
Honda,Civic 2Dr,2017,Regular,Y,34,262.0,2.0
Honda,CR-V 2WD,2005,Regular,Y,23,386.39130434782606,2.4
Suzuki,Esteem,2001,Regular,Y,27,329.14814814814815,1.8
Chrysler,Sebring Convertible,2001,Regular,Y,21,423.1904761904762,2.7
Volkswagen,Passat Wagon,2003,Premium,Y,20,444.35,2.8
Volkswagen,Touareg,2004,Diesel,Y,18,565.5555555555555,5.0
Subaru,Forester AWD,2005,Regular,Y,23,386.39130434782606,2.5
Saab,9-3,2001,Regular,Y,22,403.95454545454544,2.0
Chevrolet,Avalanche 1500 4WD,2004,Regular,Y,14,634.7857142857143,5.3
GMC,Yukon XL 1500 4WD,2005,Gasoline or E85,Y,14,634.7857142857143,5.3
Pontiac,Vibe,2006,Regular,Y,29,306.44827586206895,1.8
Suzuki,Swift,2000,Regular,Y,34,261.38235294117646,1.3
Volkswagen,Golf,2002,Diesel,Y,33,308.4848484848485,1.9
Chevrolet,Silverado 1500 2WD,2002,Regular,Y,15,592.4666666666667,5.3
Ford,Escape Hybrid FWD,2007,Regular,Y,30,296.23333333333335,2.3
Chrysler,300 M,2000,Regular,Y,19,467.7368421052632,3.5
Mercury,Sable Wagon,2000,Regular,Y,20,444.35,3.0
Chevrolet,Silverado 1500 2WD,2000,Regular,Y,16,555.4375,4.3
Volkswagen,Jetta,2001,Regular,Y,24,370.2916666666667,2.0
Mercedes-Benz,E55 AMG,2001,Premium,Y,18,493.72222222222223,5.4
Kia,EV6 Long Range AWD (19 inch tires),2023,Electricity,Y,109,0.0,
Ford,Edge AWD,2012,Regular,Y,20,444.35,3.5
Volvo,S60 FWD,2013,Regular,Y,24,362.0,2.5
Lexus,IS 300,2018,Premium,Y,26,345.0,2.0
Jeep,Patriot FWD,2014,Regular,Y,25,358.0,2.4
Kia,Forte 5,2015,Regular,Y,28,317.0,2.0
Jeep,Cherokee FWD,2015,Regular,Y,24,377.0,3.2
Hyundai,Tucson AWD,2018,Regular,Y,23,388.0,2.0
Audi,Q5,2020,Premium and Electricity,Y,27,165.0,2.0
Ford,F150 Pickup 4WD FFV,2012,Gasoline or E85,Y,16,555.4375,5.0
BMW,X1 xDrive35i,2013,Premium,Y,21,420.0,3.0
Ford,Escape FWD,2015,Regular,Y,25,360.0,2.5
Jeep,Patriot 4WD,2016,Regular,Y,24,370.0,2.4
GMC,Canyon 2WD,2018,Regular,Y,22,406.0,2.5
Infiniti,G35,2006,Regular,Y,18,493.72222222222223,3.5
Hyundai,Tucson 2WD,2006,Regular,Y,22,403.95454545454544,2.0
Mercedes-Benz,C280,2007,Premium,Y,22,403.95454545454544,3.0
Toyota,Camry Solara,2007,Regular,Y,25,355.48,2.4
Toyota,Camry Hybrid XLE/SE,2019,Regular,Y,46,195.0,2.5
Mitsubishi,Outlander Sport 4WD,2013,Regular,Y,26,346.0,2.0
Honda,Fit,2013,Regular,Y,29,305.0,1.5
Honda,Odyssey,2014,Regular,Y,22,404.0,3.5
Scion,xA,2004,Regular,Y,30,296.23333333333335,1.5
Saab,9-7X AWD,2006,Regular,Y,16,555.4375,4.2
Volkswagen,Golf Alltrack,2017,Regular,Y,25,354.0,1.8
Toyota,Prius,2022,Regular,Y,52,170.0,1.8
Chrysler,200 AWD,2015,Gasoline or E85,Y,22,405.0,3.6
Toyota,Venza,2015,Regular,Y,23,392.0,2.7
Chevrolet,Tahoe 1500 4WD,2003,Regular,Y,14,634.7857142857143,4.8
GMC,Sierra 2500 HD 4WD CNG,2005,CNG,Y,9,781.1111111111111,6.0
Hyundai,Tiburon,2006,Regular,Y,19,467.7368421052632,2.7
Saab,9-3 SportCombi,2006,Premium,Y,23,386.39130434782606,2.0
GMC,Sierra 1500 2WD,2006,Regular,Y,17,522.7647058823529,4.8
GMC,Yukon XL 1500 AWD,2006,Regular,Y,13,683.6153846153846,6.0
Volkswagen,Routan FWD,2009,Regular,Y,20,444.35,4.0
Tesla,Model 3 RWD,2023,Electricity,Y,132,0.0,
Hyundai,Genesis,2013,Regular,Y,22,417.0,3.8
Buick,Verano,2015,Regular,Y,25,358.0,2.4
Mitsubishi,Eclipse,2000,Premium,Y,20,444.35,3.0
Ford,Mustang,2001,Regular,Y,18,493.72222222222223,4.6
Toyota,Celica,2001,Premium,Y,23,386.39130434782606,1.8
Chevrolet,Corvette,2002,Premium,Y,19,467.7368421052632,5.7
Isuzu,Axiom 4WD,2002,Regular,Y,16,555.4375,3.5
Acura,RSX,2004,Regular,Y,26,341.8076923076923,2.0
BMW,325ci Convertible,2005,Premium,Y,19,467.7368421052632,2.5
Dodge,Ram 1500 Pickup 2WD,2005,Regular,Y,14,634.7857142857143,5.7
Chevrolet,Monte Carlo,2006,Regular,Y,21,423.1904761904762,3.9
Ford,Mustang,2008,Regular,Y,20,444.35,4.0
Saab,9-7X AWD,2008,Premium,Y,13,683.6153846153846,6.0
Ford,F150 Pickup 4WD,2019,Regular,Y,19,472.0,3.5
Subaru,Ascent,2021,Regular,Y,23,386.0,2.4
Hyundai,Ioniq Electric,2021,Electricity,Y,133,0.0,
Suzuki,SX4 AWD,2010,Regular,Y,25,355.48,2.0
Chevrolet,Silverado 1500 2WD,2001,Regular,Y,16,555.4375,4.8
Mercedes-Benz,C240,2003,Premium,Y,19,467.7368421052632,2.6
Chevrolet,Tracker 4WD Hardtop,2003,Regular,Y,21,423.1904761904762,2.0
Pontiac,Vibe,2008,Regular,Y,29,306.44827586206895,1.8
Nissan,Frontier 4WD,2008,Regular,Y,16,555.4375,4.0
Mazda,5,2009,Regular,Y,24,370.2916666666667,2.3
Nissan,Leaf,2017,Electricity,Y,112,0.0,
GMC,Sierra C15 2WD,2018,Gasoline or E85,Y,19,475.0,5.3
Kia,Sorento 2WD,2013,Regular,Y,24,374.0,2.4
Mercedes-Benz,CLK350,2006,Premium,Y,20,444.35,3.5
Toyota,Camry Hybrid,2010,Regular,Y,34,261.38235294117646,2.4
GMC,Envoy XL 2WD,2002,Regular,Y,16,555.4375,4.2
Hyundai,Santa Fe 4WD,2002,Regular,Y,18,493.72222222222223,2.7
Volvo,V70 FWD,2005,Premium,Y,21,423.1904761904762,2.4
Volvo,V70 FWD,2005,Premium,Y,22,403.95454545454544,2.4
Chevrolet,Colorado 2WD,2005,Regular,Y,19,467.7368421052632,3.5
Chevrolet,Suburban 1500 4WD,2007,Regular,Y,14,634.7857142857143,6.0
Cadillac,CTS Wagon AWD,2010,Regular,Y,21,423.1904761904762,3.6
Honda,CR-V 2WD,2000,Regular,Y,21,423.1904761904762,2.0
Ford,Explorer Sport Trac 2WD,2002,Regular,Y,16,555.4375,4.0
Mazda,Tribute 4WD,2002,Regular,Y,18,493.72222222222223,3.0
Lincoln,Nautilus AWD,2022,Regular,Y,21,423.0,2.7
Mercedes-Benz,ML350 4matic,2012,Premium,Y,19,467.7368421052632,3.5
Nissan,Rogue FWD,2014,Regular,Y,28,317.0,2.5
Toyota,Avalon,2015,Regular,Y,24,365.0,3.5
GMC,Canyon Crew Cab 4WD,2008,Regular,Y,17,522.7647058823529,3.7
Nissan,Frontier 4WD,2011,Regular,Y,16,555.4375,4.0
Lexus,RX 350 AWD,2013,Regular,Y,20,444.0,3.5
Mazda,2,2016,Regular,Y,34,257.0,1.5
Volvo,S60 AWD,2017,Regular,Y,26,343.0,2.0
Honda,Clarity Plug-in Hybrid,2021,Regular Gas and Electricity,Y,42,57.0,1.5
Volvo,S70,2000,Premium,Y,20,444.35,2.4
Dodge,Dakota Pickup 2WD,2000,Regular,Y,13,683.6153846153846,5.9
Toyota,Tacoma 4WD,2000,Regular,Y,16,555.4375,3.4
Dodge,Caravan/Grand Caravan 2WD,2001,Regular,Y,19,467.7368421052632,2.4
Volkswagen,Jetta Wagon,2003,Premium,Y,24,370.2916666666667,1.8
Kia,Optima,2005,Regular,Y,21,423.1904761904762,2.7
Subaru,Impreza AWD,2006,Premium,Y,18,493.72222222222223,2.5
Ford,Escape 4WD,2003,Regular,Y,18,493.72222222222223,3.0
Nissan,Maxima,2004,Regular,Y,21,423.1904761904762,3.5
Toyota,Matrix AWD,2004,Regular,Y,25,355.48,1.8
BMW,X5,2004,Premium,Y,16,555.4375,3.0
BMW,325xi Sport Wagon,2005,Premium,Y,20,444.35,2.5
Nissan,Altima,2006,Regular,Y,23,386.39130434782606,2.5
Honda,Civic,2000,Regular,Y,27,329.14814814814815,1.6
Honda,Prelude,2000,Premium,Y,22,403.95454545454544,2.2
Dodge,Journey,2017,Regular,Y,21,420.0,2.4
Toyota,Corolla iM,2017,Regular,Y,31,283.0,1.8
Mercury,Sable,2001,Regular,Y,20,444.35,3.0
Volvo,XC90 AWD,2004,Premium,Y,18,493.72222222222223,2.5
Honda,Civic Hybrid,2005,Regular,Y,41,216.7560975609756,1.3
Volvo,S40 AWD,2005,Premium,Y,20,444.35,2.5
Subaru,Legacy Wagon AWD,2005,Premium,Y,19,467.7368421052632,2.5
Mitsubishi,Raider Pickup 2WD,2006,Regular,Y,17,522.7647058823529,3.7
Volkswagen,GTI,2007,Premium,Y,25,355.48,2.0
GMC,Sierra Classic 1500 4WD,2007,Gasoline or E85,Y,15,592.4666666666667,5.3
GMC,Jimmy 2WD,2000,Regular,Y,17,522.7647058823529,4.3
Honda,Insight,2003,Regular,Y,47,189.08510638297872,1.0
Chrysler,300 M,2003,Regular,Y,19,467.7368421052632,3.5
Oldsmobile,Intrigue,2000,Regular,Y,20,444.35,3.5
GMC,Yukon 1500 4WD,2002,Regular,Y,14,634.7857142857143,4.8
Subaru,Forester AWD,2002,Regular,Y,21,423.1904761904762,2.5
Toyota,Camry,2017,Regular,Y,27,321.0,2.5
Toyota,Highlander LE/XLE/SE/LTD,2017,Regular,Y,23,384.0,3.5
Chrysler,200 Convertible,2012,Gasoline or E85,Y,22,403.95454545454544,3.6
Mitsubishi,Outlander Sport 2WD,2011,Regular,Y,27,329.14814814814815,2.0
Ford,Transit Connect Wagon FWD,2014,Regular,Y,24,364.0,1.6
Toyota,Camry,2004,Regular,Y,21,423.1904761904762,3.0
Dodge,Stratus,2005,Premium,Y,21,423.1904761904762,3.0
Kia,Rio,2006,Regular,Y,29,306.44827586206895,1.6
Dodge,Dakota Pickup 4WD,2008,Gasoline or E85,Y,15,592.4666666666667,4.7
BMW,128i Convertible,2008,Premium,Y,21,423.1904761904762,3.0
Oldsmobile,Alero,2002,Regular,Y,21,423.1904761904762,3.4
Chevrolet,Colorado 2WD,2004,Regular,Y,19,467.7368421052632,3.5
Honda,Civic CNG,2004,CNG,Y,28,251.07142857142856,1.7
Nissan,Titan 4WD,2005,Gasoline or E85,Y,14,634.7857142857143,5.6
GMC,Sierra 15 Hybrid 4WD,2006,Regular,Y,16,555.4375,5.3
Mercedes-Benz,ML63 AMG,2007,Premium,Y,12,740.5833333333334,6.2
Dodge,Nitro 4WD,2007,Regular,Y,17,522.7647058823529,4.0
Honda,Accord Coupe,2009,Regular,Y,24,370.2916666666667,2.4
Honda,Accord Coupe,2010,Regular,Y,25,355.48,2.4
Hyundai,Santa Fe 4WD,2011,Regular,Y,22,403.95454545454544,3.5
Chevrolet,Cruze Eco,2013,Regular,Y,30,295.0,1.4
Honda,Element 4WD,2006,Regular,Y,20,444.35,2.4
Honda,Accord Coupe,2008,Regular,Y,24,370.2916666666667,2.4
Mercedes-Benz,C320,2002,Premium,Y,19,467.7368421052632,3.2
Saturn,Ion,2003,Regular,Y,24,370.2916666666667,2.2
Mercedes-Benz,S63 AMG,2012,Premium,Y,18,493.72222222222223,5.5
Volvo,XC90 AWD PHEV,2016,Premium and Electricity,Y,25,241.0,2.0
Dodge,Durango 2WD,2003,Regular,Y,13,683.6153846153846,5.9
Toyota,Camry,2000,Regular,Y,23,386.39130434782606,2.2
Honda,Civic,2002,Regular,Y,29,306.44827586206895,1.7
Nissan,Frontier 2WD,2002,Regular,Y,21,423.1904761904762,2.4
Nissan,Rogue AWD,2021,Regular,Y,29,310.0,2.5
Lexus,NX 350 AWD,2024,Premium,Y,24,370.0,2.4
Honda,CR-V Hybrid AWD,2023,Regular,Y,37,237.0,2.0
Nissan,Murano AWD,2011,Regular,Y,20,444.35,3.5
Porsche,Cayenne Diesel,2013,Diesel,Y,23,445.0,3.0
Mazda,CX-5 4WD,2014,Regular,Y,27,324.0,2.0
Nissan,Xterra 4WD,2013,Regular,Y,17,530.0,4.0
Jeep,Grand Cherokee 4WD,2014,Gasoline or E85,Y,19,458.0,3.6
Chevrolet,Monte Carlo,2001,Regular,Y,22,403.95454545454544,3.4
Infiniti,I30,2001,Regular,Y,20,444.35,3.0
Saab,9-3 Viggen,2002,Premium,Y,20,444.35,2.3
Chevrolet,TrailBlazer 4WD,2002,Regular,Y,16,555.4375,4.2
Ford,Explorer 4WD,2002,Regular,Y,15,592.4666666666667,4.0
Hyundai,Ioniq,2020,Regular,Y,55,163.0,1.6
Toyota,Highlander 2WD,2003,Regular,Y,22,403.95454545454544,2.4
Volkswagen,Touareg,2007,Premium,Y,16,555.4375,3.6
Subaru,Impreza Wagon/Outback SPT AWD,2008,Premium,Y,21,423.1904761904762,2.5
Pontiac,Vibe,2009,Regular,Y,28,317.39285714285717,1.8
Ford,Expedition 4WD,2001,Regular,Y,14,634.7857142857143,4.6
Ford,F150 Pickup 2WD,2002,Regular,Y,17,522.7647058823529,4.2
GMC,Sonoma 2WD,2000,Regular,Y,23,386.39130434782606,2.2
Kia,Rio,2001,Regular,Y,26,341.8076923076923,1.5
Saab,9-5 Wagon,2001,Premium,Y,19,467.7368421052632,2.3
